ProbeFileID|TrainCamID|OutputProbeMaskFileName|ConfidenceScore|ProbeStatus|ProbeOptOutPixelValue
3a6ea0353897d4ea3fdf86bdbcfe0cf8|MK-NEX5T_primary_image||52.34|OptOutLocalization|
7c2b9594bb14a7eaae3c877ca7498f88|MK-NEX5T_primary_image||48.44|OptOutLocalization|
224936ac66aedfacc427526167e845f3|MK-NEX5T_primary_image||52.09|OptOutLocalization|
64928d8d0267b49830b2ca5f6b850b5f|PAR-1477_primary_image||6915.33|OptOutLocalization|
fe26257f88a52f481f78479069203645|PAR-1477_primary_image||19342.88|OptOutLocalization|
dc9dcb28f7515b85e36995ca4465769c|PAR-1477_primary_image||65.06|OptOutLocalization|
26fe7dc24deec7868a6bd60e5aca9e51|PAR-1477_primary_image||-1|OptOutAll|
0b62bd579dbf1797e188679a0d87481c|PAR-1477_primary_image||101.62|OptOutLocalization|
b145276fe008824d32062167f5864fbb|PAR-1477_primary_image||45.06|OptOutLocalization|
e70ac0455dbea7409c821c3a9353b15c|PAR-1477_primary_image||46.16|OptOutLocalization|
267bc13fca4bc1cbd8fecb803af870f6|PAR-1477_primary_image||47.26|OptOutLocalization|
9a3d16495aa36e213d9ee05d1163b924|PAR-1477_primary_image||45.58|OptOutLocalization|
84aac34d61796362ef3c27cfb9e633f3|PAR-1477_primary_image||50.58|OptOutLocalization|
30dab3fe51f319a91da09fc4a7769759|PAR-1477_primary_image||48.49|OptOutLocalization|
cc682c491cbe26acdb8495899d6a15bf|PAR-1477_primary_image||42.83|OptOutLocalization|
226f5e793a1b05867c229fae1d165da6|PAR-1477_primary_image||48.95|OptOutLocalization|
4ed8f0f64ea0f93ed4a8f36ffa34046e|PAR-1477_primary_image||39.92|OptOutLocalization|
271caf4b0e439eb05b4d515746eed9af|PAR-1477_primary_image||48.08|OptOutLocalization|
ecbdc702a5a846b2f30c03de9b592cec|PAR-1477_primary_image||47.15|OptOutLocalization|
5ce077f78079a33ac764e1699aacf500|PAR-1477_primary_image||47.87|OptOutLocalization|
d0c2a909c5b212738085d5e57c0a8887|PAR-1477_primary_image||42.35|OptOutLocalization|
59aa06ddcad9a21e29cdd19468ffcfd4|PAR-1477_primary_image||45.97|OptOutLocalization|
2b51f931eb8423c0fa552473d725c421|PAR-1477_primary_image||45.37|OptOutLocalization|
d0ed245eca809937cf130ac065754eb4|PAR-1477_primary_image||45.41|OptOutLocalization|
3f56db3ec83f595d36521da752e57475|PAR-1233_primary_image||41.12|OptOutLocalization|
b0a761cc3519d7dc5292af2c780d136b|PAR-1233_primary_image||35.26|OptOutLocalization|
377ded5a38579fdc3ce11b259ee4ba52|PAR-1233_primary_image||42.29|OptOutLocalization|
320ecd72a2b2f6261a04b00f22957c84|PAR-1233_primary_image||48.6|OptOutLocalization|
ab41d93f21b121c74b97954a323b6a40|PAR-1233_primary_image||42.29|OptOutLocalization|
c110a14b7bbdf383f9ea380363c72c6d|PAR-1233_primary_image||50.21|OptOutLocalization|
21e1868ccdaeacaf1b3f8686201c8c51|PAR-1233_primary_image||43.97|OptOutLocalization|
523635bc83c6908933e5e0087ac247a1|PAR-1233_primary_image||35.54|OptOutLocalization|
29f61f508bfa57840587cd2f5c13ea9d|PAR-1233_primary_image||50.96|OptOutLocalization|
3a5cf9d11d47f1c0745d5ed7b42da22a|PAR-1233_primary_image||53.74|OptOutLocalization|
b74e680bc0d5cc4ac1c70410a9a2f51c|PAR-1233_primary_image||38.75|OptOutLocalization|
9161ffd6eddf78c0532752645b9bc6e1|PAR-1233_primary_image||41.53|OptOutLocalization|
7535457331c10fdb7106bdd0865a599f|PAR-1233_primary_image||42.8|OptOutLocalization|
fe513baaf0cafc935b7b3774aed85a27|PAR-1233_primary_image||42.12|OptOutLocalization|
9e90793f941c92ff10ea6ade4fcbabbe|PAR-1233_primary_image||49.86|OptOutLocalization|
5fec6d1be39e3207f4b98fea8616d788|PAR-1233_primary_image||44.3|OptOutLocalization|
383f78c882ab959fc4e7c396f787d748|PAR-1233_primary_image||42.08|OptOutLocalization|
4224be497ef0eb5c7c42ab0a93b17d64|PAR-1233_primary_image||48.39|OptOutLocalization|
30dab3fe51f319a91da09fc4a7769759|PAR-1233_primary_image||42.54|OptOutLocalization|
60c17f090a47906ac615e0b7ddb4836a|PAR-1233_primary_image||42.58|OptOutLocalization|
fd59c4e46e2bd4e42d08f785bef2c3b1|PAR-1233_primary_image||42.34|OptOutLocalization|
7ba8341bf78f3e656f9ff5dab231fc54|PAR-1233_primary_image||41.57|OptOutLocalization|
2bfe7d6a032e7460add10311a04d01cb|PAR-1233_primary_image||40.59|OptOutLocalization|
a124b34bc34d30f11445390a42cbef9d|PAR-1233_primary_image||40.57|OptOutLocalization|
28eb03331bf2b816476a2e87616e4292|PAR-1233_primary_image||40.65|OptOutLocalization|
fc6ff387bfea183a5ba9f0a95ad40c95|PAR-1233_primary_image||46.49|OptOutLocalization|
2b66c237b04c88068f827f9d1a9fe72a|PAR-1233_primary_image||47.8|OptOutLocalization|
db6c5962f4e52b75e415fd348e5a63a2|PAR-1233_primary_image||43.81|OptOutLocalization|
e1662b7f6547109daa5a4e04781c675d|PAR-1233_primary_image||39.91|OptOutLocalization|
45042cf888408680c0b688fb2639b930|5000810_primary_image||-1|OptOutAll|
3034677b9f4fe1313a7c192cf0947f29|5000810_primary_image||-1|OptOutAll|
c98fb8c80870b52e088952429ab0d6ef|5000810_primary_image||-1|OptOutAll|
21359f7478be481e6f2ec0ce2a2f7656|5000810_primary_image||-1|OptOutAll|
a27879234d42f2ecd360fc69a702a1f1|5000810_primary_image||-1|OptOutAll|
42cc7e5d50ebce6ed2dabd89ab3c6b9e|5000810_primary_image||-1|OptOutAll|
17708284a6eb1fb7b3cd65ac525dbf3e|5000810_primary_image||-1|OptOutAll|
58a8e6908f7c0c268c8259bc37c5758c|5000810_primary_image||-1|OptOutAll|
eb77534b5d09f5c7af95afed00d69fdc|5000810_primary_image||-1|OptOutAll|
fb1fcb64ae3666e50e92b4bf09933854|5000810_primary_image||-1|OptOutAll|
363fd333bddd3de69e56448d800eddf4|5000810_primary_image||-1|OptOutAll|
3371d79f82116f477b9b836637ee9ad8|5000810_primary_image||-1|OptOutAll|
4e0c39b62761b6bcf2c617b6e2c9a1fd|5000810_primary_image||-1|OptOutAll|
ea9645e3c1ff3ff6214310c96959d57c|5000810_primary_image||-1|OptOutAll|
c084344b309454261eae9d2e52cd3b70|5000810_primary_image||-1|OptOutAll|
4224be497ef0eb5c7c42ab0a93b17d64|5000810_primary_image||-1|OptOutAll|
3a37d3c94d635eae7f289274fc868dcf|5000810_primary_image||-1|OptOutAll|
81fe1429a696521d70f4725563b43dd7|5000810_primary_image||-1|OptOutAll|
382f965ea9225a9ad1e3302460965d3b|5000810_primary_image||-1|OptOutAll|
85ffa0eb48506144f1413e88229d385a|5000810_primary_image||-1|OptOutAll|
aa126943bac9401f3e06f69c51906b4b|5000810_primary_image||-1|OptOutAll|
b67d979fc950730b8f94e74b0cb989fb|5000810_primary_image||-1|OptOutAll|
6635263ffffe20b1985bc7d5deca7e06|5000810_primary_image||-1|OptOutAll|
6266e40911ab52840e1c69666f6d2101|5000810_primary_image||-1|OptOutAll|
920d93f8255595cd558e5b8263717de5|5000810_primary_image||-1|OptOutAll|
f8d2ed5d34124e8ad3bd4d4a1d108184|PAR-3196_primary_image||1706.65|OptOutLocalization|
0d57c5e84596a8e937be5b6b50c9cac7|PAR-3196_primary_image||2793.36|OptOutLocalization|
99ab4d8abd343a4302569a054da37eeb|PAR-3196_primary_image||875.41|OptOutLocalization|
a94d40dabf90ddcfff0b3afda3e02ad4|PAR-3196_primary_image||1743.07|OptOutLocalization|
61d7466fce5b3f1f57cba5fce87e445c|PAR-3196_primary_image||1730.56|OptOutLocalization|
b0a761cc3519d7dc5292af2c780d136b|PAR-3196_primary_image||1748.36|OptOutLocalization|
713d55990723712210f15f6af0ad0355|PAR-3196_primary_image||2886.09|OptOutLocalization|
0b26ee0691794324592fab44b65e104f|PAR-3196_primary_image||3743.18|OptOutLocalization|
714974ca5d63f24982c32187b4df6be3|PAR-3196_primary_image||54.63|OptOutLocalization|
eeb5fef2f2a880aba8eb8d2e2adf41fd|PAR-3196_primary_image||43.1|OptOutLocalization|
5c5f5dac9857bb5b22a691ce95df86f5|PAR-3196_primary_image||54.63|OptOutLocalization|
001c934acb38a59cb28b680b79485dcd|PAR-3196_primary_image||39.37|OptOutLocalization|
9a09380e01269d02990a944b782ea902|PAR-3196_primary_image||58.07|OptOutLocalization|
e26e86c72de5298efe679592b6b33c65|PAR-3196_primary_image||43.1|OptOutLocalization|
dc9dcb28f7515b85e36995ca4465769c|PAR-3196_primary_image||54.63|OptOutLocalization|
e53d5a577bc3e27d15cabbe2a781c73a|PAR-3196_primary_image||143.65|OptOutLocalization|
23c81796258a9124b6c4f61a2157a936|PAR-3196_primary_image||109.08|OptOutLocalization|
fdadeecd2bf99bc2329ca2f64467dcab|PAR-3196_primary_image||42.11|OptOutLocalization|
0a1f229e64a42c685d347fda749b7fbf|PAR-3196_primary_image||42.87|OptOutLocalization|
cd825db0668066147512af5a9240e318|PAR-3196_primary_image||43.82|OptOutLocalization|
661b29781b26394dfb03676629dad035|PAR-3196_primary_image||42.83|OptOutLocalization|
95c60b3088ebdc13883db83fb671e350|PAR-3196_primary_image||45.92|OptOutLocalization|
a95314d44b50f88b43e1c4ad288a6d42|PAR-3196_primary_image||53.94|OptOutLocalization|
11f85bcde6eadd0a689560e3b5e866b9|PAR-3196_primary_image||44.99|OptOutLocalization|
c6a3e9eda2dab803b5a5ecf07e66829c|PAR-3196_primary_image||42.54|OptOutLocalization|
e5327e96090450c951bc4e3fd0812a45|PAR-3196_primary_image||44.36|OptOutLocalization|
1c20c5778d792d5803de04662e359ccc|PAR-3196_primary_image||41.63|OptOutLocalization|
c74f71ccf1f407985f4656debb658735|PAR-3196_primary_image||40.76|OptOutLocalization|
c0c49570041480d9cdad7ed4839f5aaf|PAR-3196_primary_image||44.9|OptOutLocalization|
3bd49163a9d7661d83236132686c8ae6|PAR-3196_primary_image||41.04|OptOutLocalization|
cc682c491cbe26acdb8495899d6a15bf|PAR-3196_primary_image||43.68|OptOutLocalization|
42d061dee4eb2655ab976fd6c8c56d33|PAR-3196_primary_image||2437.55|OptOutLocalization|
6e546b9da1742556be0ff41a5be903d9|PAR-3196_primary_image||1023.23|OptOutLocalization|
ba3a8cd85472f5c32cef9e05d98a2edc|PAR-3196_primary_image||1124.36|OptOutLocalization|
8fceed32c3d4dc31e39670e7b5ec562a|PAR-3196_primary_image||1186.18|OptOutLocalization|
f2216a894706616e5ea3f4185727d896|PAR-3196_primary_image||531.32|OptOutLocalization|
4ed8f0f64ea0f93ed4a8f36ffa34046e|PAR-3196_primary_image||1177.94|OptOutLocalization|
18ad724cac47bae73cb3700224bf01ff|PAR-3196_primary_image||42.35|OptOutLocalization|
95ce8ffcc7dff02040495389332085aa|PAR-3196_primary_image||42.01|OptOutLocalization|
7c2b9594bb14a7eaae3c877ca7498f88|PAR-3196_primary_image||42.21|OptOutLocalization|
224936ac66aedfacc427526167e845f3|PAR-3196_primary_image||45.22|OptOutLocalization|
1f1753939fc16e131cd53bb8baace0db|PAR-3196_primary_image||40.32|OptOutLocalization|
713d55990723712210f15f6af0ad0355|PAR-2936_primary_image||48.18|OptOutLocalization|
eeb5fef2f2a880aba8eb8d2e2adf41fd|PAR-2936_primary_image||55.22|OptOutLocalization|
5baaa8f3eeb23b0422476ca8caa37793|PAR-2936_primary_image||44.18|OptOutLocalization|
4c64761be0354a11571efac9893ec569|PAR-2936_primary_image||42.25|OptOutLocalization|
4afec4215963c397e660ac2439aa1f55|PAR-2936_primary_image||46.15|OptOutLocalization|
c543c57518e1b612d097dd19f159e39d|PAR-2936_primary_image||48.37|OptOutLocalization|
f57bf80a1dc1aa127f601c4e2dc987ed|PAR-2936_primary_image||47.05|OptOutLocalization|
72251d92632c0c9e1bb45d625448d0a0|PAR-2936_primary_image||46.15|OptOutLocalization|
54987819fec81f501235eac6f74a5b3d|PAR-2936_primary_image||55.14|OptOutLocalization|
b1e9229dc962df9eeb88d9b600d322c5|PAR-2936_primary_image||43.65|OptOutLocalization|
ffab545957c6f9d66a4eeeafdc218928|PAR-2936_primary_image||47.18|OptOutLocalization|
2bc42d350ce36b28112b5b282148971f|PAR-2936_primary_image||46.27|OptOutLocalization|
aa7cbad0b4482a30b2a31ea5bc32eedc|PAR-2936_primary_image||49.8|OptOutLocalization|
566e14078dde6f64dd80b88fc8e7c624|PAR-2936_primary_image||45.42|OptOutLocalization|
a8c0ae8e7482505d8e6fd49243b3c426|PAR-2936_primary_image||50.23|OptOutLocalization|
ba3a8cd85472f5c32cef9e05d98a2edc|PAR-2936_primary_image||37.88|OptOutLocalization|
98ad522bd60c5c0e67dcb568e1562071|PAR-2936_primary_image||50.22|OptOutLocalization|
3a0bd375aa5240c0852e96406a53bdf4|PAR-2936_primary_image||45.16|OptOutLocalization|
e89d788106aa9613d08860a1069c1c4c|PAR-2936_primary_image||45.62|OptOutLocalization|
fb55181679e50b586a5e81f645eaad4a|PAR-2936_primary_image||46.08|OptOutLocalization|
f58c875b3a67299ba93f87499d4911aa|PAR-2936_primary_image||48.26|OptOutLocalization|
3c9bd7299e662e828227fa064319459a|PAR-2936_primary_image||45.19|OptOutLocalization|
c928cff77a28a7e8f06ea10d5c279c73|PAR-2936_primary_image||46.96|OptOutLocalization|
d0ed245eca809937cf130ac065754eb4|PAR-2936_primary_image||47.73|OptOutLocalization|
e26e86c72de5298efe679592b6b33c65|PAR-2629_primary_image||60.04|OptOutLocalization|
5c5f5dac9857bb5b22a691ce95df86f5|PAR-2629_primary_image||49.75|OptOutLocalization|
5baaa8f3eeb23b0422476ca8caa37793|PAR-2629_primary_image||44.51|OptOutLocalization|
23c81796258a9124b6c4f61a2157a936|PAR-2629_primary_image||47.52|OptOutLocalization|
0a6cb5dc9ade89eab1040808a2ed3a1b|PAR-2629_primary_image||44.24|OptOutLocalization|
58638109260cdb4475913845df5f14e9|PAR-2629_primary_image||55.48|OptOutLocalization|
efa1a84c278b64d5708b7a2d07e3b263|PAR-2629_primary_image||56.15|OptOutLocalization|
95c60b3088ebdc13883db83fb671e350|PAR-2629_primary_image||41.48|OptOutLocalization|
72699b34b241f963e080c559f7c97db2|PAR-2629_primary_image||46.14|OptOutLocalization|
657be4890bce1951a6f1a60f2bc76ffc|PAR-2629_primary_image||47.46|OptOutLocalization|
0a433fefe44804148023982693877052|PAR-2629_primary_image||45.17|OptOutLocalization|
78949baf9fdf4308ef0560271e2866bf|PAR-2629_primary_image||52.8|OptOutLocalization|
01d1021c3452df3c3bdcbe950f7e632e|PAR-2629_primary_image||44.29|OptOutLocalization|
2d96c557a0a2c1c7af2837bc5888f254|PAR-2629_primary_image||48.02|OptOutLocalization|
646c1848ce547cc5d8c6abe892e51be7|PAR-2629_primary_image||41.2|OptOutLocalization|
8fceed32c3d4dc31e39670e7b5ec562a|PAR-2629_primary_image||41.55|OptOutLocalization|
42d061dee4eb2655ab976fd6c8c56d33|PAR-2629_primary_image||44.9|OptOutLocalization|
3a6ea0353897d4ea3fdf86bdbcfe0cf8|PAR-2629_primary_image||44.89|OptOutLocalization|
e384a5a6cad3f251a274e9a423dc417e|PAR-2629_primary_image||44.6|OptOutLocalization|
a124b34bc34d30f11445390a42cbef9d|PAR-2629_primary_image||45.18|OptOutLocalization|
856880e2c7d083db9e2423cd9cd57bf3|PAR-2629_primary_image||46.91|OptOutLocalization|
a8aad1a06e925721ec1f5825e97151ad|PAR-2629_primary_image||44.68|OptOutLocalization|
dcc1d18e85cb1990675e8e104814705b|PAR-2629_primary_image||44.7|OptOutLocalization|
2b66c237b04c88068f827f9d1a9fe72a|PAR-2629_primary_image||55.13|OptOutLocalization|
fc6ff387bfea183a5ba9f0a95ad40c95|PAR-2629_primary_image||53.36|OptOutLocalization|
a219324800adf01dcda8d7451d66f179|PAR-2629_primary_image||43.49|OptOutLocalization|
ee897023e846bd55aa99557be42128c4|PAR-2629_primary_image||46.12|OptOutLocalization|
78b4e2a77b89ec320e5dbb13c04b251e|PAR-2629_primary_image||51.45|OptOutLocalization|
3632030c1a7705222b6616ebf20593f2|PAR-2629_primary_image||43.4|OptOutLocalization|
1f1753939fc16e131cd53bb8baace0db|PAR-2629_primary_image||47.9|OptOutLocalization|
c928cff77a28a7e8f06ea10d5c279c73|PAR-2629_primary_image||56.3|OptOutLocalization|
91a16d4d3ad7188827dd0c962a519987|PAR-1742_primary_image||35.68|OptOutLocalization|
85ba804356d94b7fbe9005860b70f8e9|PAR-1742_primary_image||34.06|OptOutLocalization|
24dbb62894e3b3ccbe1539e82b6c4516|PAR-1742_primary_image||32.19|OptOutLocalization|
ea9c67fa2bdc8a3a720d6d0d423d20b5|PAR-1742_primary_image||48.73|OptOutLocalization|
ce5b1493ee170ba0f3e1b854a2d2df52|PAR-1742_primary_image||44.15|OptOutLocalization|
cd825db0668066147512af5a9240e318|PAR-1742_primary_image||40.69|OptOutLocalization|
afb60b795609fb9d41b420e9c7e81b26|PAR-1742_primary_image||42.57|OptOutLocalization|
348d57a85a54644e47ada9983d39d151|PAR-1742_primary_image||38.03|OptOutLocalization|
a5b83d39c2d72ff744cf4b31f8eb9271|PAR-1742_primary_image||37.83|OptOutLocalization|
382f965ea9225a9ad1e3302460965d3b|PAR-1742_primary_image||39.82|OptOutLocalization|
bf30c03e7176462e02172508c59530b9|PAR-1742_primary_image||33.01|OptOutLocalization|
f02b92772767ea0c2d891d98762a2c7c|PAR-1742_primary_image||38.91|OptOutLocalization|
3bd49163a9d7661d83236132686c8ae6|PAR-1742_primary_image||37.07|OptOutLocalization|
9e9b718f30c6d5879b5a8c3f933b1b1d|PAR-1742_primary_image||36.61|OptOutLocalization|
a8aad1a06e925721ec1f5825e97151ad|PAR-1742_primary_image||35.83|OptOutLocalization|
af47ec903fadcf27fb99106bd9d5f57b|PAR-1794_primary_image||42.98|OptOutLocalization|
06cd62faffb0c859bdb9d8ce2e6bc064|PAR-1794_primary_image||39.15|OptOutLocalization|
7fbfc320509b99b7cfbbf7de1c4df330|PAR-1794_primary_image||41.72|OptOutLocalization|
1b1e60858aa18a046da78d3c4ecb39b7|PAR-1794_primary_image||39.44|OptOutLocalization|
1ccd679cc4c3d872c6dbf7c11e900d72|PAR-1794_primary_image||45.67|OptOutLocalization|
c89ff3126a05ba3c603649811ea03c78|PAR-1794_primary_image||44.18|OptOutLocalization|
dd782554342f27cbc7b50183e9375e6d|PAR-1794_primary_image||44.58|OptOutLocalization|
172864832d46c8f95b625db6d00e2311|PAR-1794_primary_image||38.23|OptOutLocalization|
7535457331c10fdb7106bdd0865a599f|PAR-1794_primary_image||213.27|OptOutLocalization|
a5b83d39c2d72ff744cf4b31f8eb9271|PAR-1794_primary_image||203.32|OptOutLocalization|
9a3d16495aa36e213d9ee05d1163b924|PAR-1794_primary_image||221.57|OptOutLocalization|
f8ae9dd91345aff64201d53cdd061171|PAR-1794_primary_image||40.79|OptOutLocalization|
2f9e46ebba334acabb745401985c6d28|PAR-1794_primary_image||40.23|OptOutLocalization|
b67d979fc950730b8f94e74b0cb989fb|PAR-1794_primary_image||38.61|OptOutLocalization|
a8c0ae8e7482505d8e6fd49243b3c426|PAR-1794_primary_image||39.47|OptOutLocalization|
ba0a82f3863baa1bfc51cc1549f95d84|PAR-1794_primary_image||37.8|OptOutLocalization|
19fbd4b9b2275436ea2670717eb2c992|PAR-1794_primary_image||121.26|OptOutLocalization|
6635263ffffe20b1985bc7d5deca7e06|PAR-1794_primary_image||145.96|OptOutLocalization|
98ad522bd60c5c0e67dcb568e1562071|PAR-1794_primary_image||127.21|OptOutLocalization|
271caf4b0e439eb05b4d515746eed9af|PAR-1794_primary_image||594.59|OptOutLocalization|
5e562dd89dd28144fb0424cb23341d8b|PAR-1794_primary_image||875.99|OptOutLocalization|
f8b1e604a1af8f6f4043d8ff68acc70c|PAR-1794_primary_image||575.88|OptOutLocalization|
7fcbe334e6314ab39a122e7e90dcf167|PAR-1794_primary_image||394.78|OptOutLocalization|
ecbdc702a5a846b2f30c03de9b592cec|PAR-1794_primary_image||365.99|OptOutLocalization|
5ce077f78079a33ac764e1699aacf500|PAR-1794_primary_image||377.5|OptOutLocalization|
4cf79ef91bdc758898fb45dd121b8d24|PAR-1794_primary_image||34.37|OptOutLocalization|
1f0a580c43a987431309786621e6daf8|PAR-1794_primary_image||35.26|OptOutLocalization|
683c1c201f8bf2abc1828192bb4d9329|PAR-1794_primary_image||34.82|OptOutLocalization|
2b51f931eb8423c0fa552473d725c421|PAR-1794_primary_image||140.36|OptOutLocalization|
6266e40911ab52840e1c69666f6d2101|PAR-1794_primary_image||146.16|OptOutLocalization|
59aa06ddcad9a21e29cdd19468ffcfd4|PAR-1794_primary_image||141.32|OptOutLocalization|
