JournalName|StartNodeID|EndNodeID|Operation|Color|Purpose|OperationArgument|AutoDesignName|VideoTime|VideoFrame|AudioTime|AudioFrame
071ab744b24e2d8a07747e8772fd6726|04_CGI_POSTER|04_CGI_POSTER_04|AntiForensicCopyExif|0 176 0||||[]|[]|[]|[]
071ab744b24e2d8a07747e8772fd6726|4ba3f6b1546cae7ec9c20aecdf39006b|04_CGI_combined|Donor|||||[]|[]|[]|[]
071ab744b24e2d8a07747e8772fd6726|03_window_output|03_windows_combined|AddAudioSample|0 192 0||||[]|[]|[[0.0208333333333,8717.04166667]]|[[0.0208333333333,8717.04166667]]
071ab744b24e2d8a07747e8772fd6726|01_resized_uncompressed|03_Orange_BK|Hue|0 208 0||||[[0.0,10510.5]]|[[1,252]]|[]|[]
071ab744b24e2d8a07747e8772fd6726|071ab744b24e2d8a07747e8772fd6726|03_window_output|ObjectCGI|0 224 0||||[[0.0,9050.70833333]]|[[1,216]]|[]|[]
071ab744b24e2d8a07747e8772fd6726|071ab744b24e2d8a07747e8772fd6726|04_CGI_POSTER_04|Donor|||||[]|[]|[]|[]
071ab744b24e2d8a07747e8772fd6726|071ab744b24e2d8a07747e8772fd6726|01_resized_uncompressed|OutputAVI|0 240 0||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_10|0a1f229e64a42c685d347fda749b7fbf_20|RemoveCamFingerprintPRNU|85 21 85||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_10|0a1f229e64a42c685d347fda749b7fbf_17|AntiForensicCopyExif|170 42 170||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_20|0a1f229e64a42c685d347fda749b7fbf_25|AntiForensicCopyExif|255 63 255||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_15|0a1f229e64a42c685d347fda749b7fbf_22|AntiForensicCopyExif|85 85 84||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_08|0a1f229e64a42c685d347fda749b7fbf_12|AntiForensicCopyExif|170 106 169||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_08|0a1f229e64a42c685d347fda749b7fbf_15|TimeAlterationWarp|255 127 254||||[[17566.6666667,17733.3333333]]|[[528,531]]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_12|Donor|||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_17|Donor|||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_05|Donor|||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_22|Donor|||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_01|OutputAVI|85 149 83||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_25|Donor|||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_01|0a1f229e64a42c685d347fda749b7fbf_08|CopyPaste|170 170 168||||[[12866.6666667,17566.6666667]]|[[387,527]]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_01|0a1f229e64a42c685d347fda749b7fbf_03|SelectCutFrames|255 191 253||||[[12866.6666667,12900.0]]|[[387,388]]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_03|0a1f229e64a42c685d347fda749b7fbf_05|AntiForensicCopyExif|85 213 82||||[]|[]|[]|[]
0a1f229e64a42c685d347fda749b7fbf|0a1f229e64a42c685d347fda749b7fbf_03|0a1f229e64a42c685d347fda749b7fbf_10|TimeAlterationWarp|170 234 167||||[[12900.0,13066.6666667]]|[[388,391]]|[]|[]
0a433fefe44804148023982693877052|Output|1_Cloned|PasteSampled|0 255 204|clone|||[[0.0,20020.0]]|[[1,600]]|[]|[]
0a433fefe44804148023982693877052|1_Cloned|2_CGI|ObjectCGI|102 255 0||||[[0.0,20020.0]]|[[1,600]]|[]|[]
0a433fefe44804148023982693877052|0a433fefe44804148023982693877052|Output|OutputMP4|255 102 0||||[]|[]|[]|[]
0a433fefe44804148023982693877052|0a433fefe44804148023982693877052|2_CGI_04|Donor|||||[]|[]|[]|[]
0a433fefe44804148023982693877052|2_CGI|2_CGI_04|AntiForensicCopyExif|255 0 204||||[]|[]|[]|[]
0b26ee0691794324592fab44b65e104f|0b26ee0691794324592fab44b65e104f_Paste_Sampled|0b26ee0691794324592fab44b65e104f_Paste_Sampled_02|AntiForensicCopyExif|0 255 0||||[]|[]|[]|[]
0b26ee0691794324592fab44b65e104f|0b26ee0691794324592fab44b65e104f|0b26ee0691794324592fab44b65e104f_Paste_Sampled|PasteSampled|255 0 0|remove|||[[0.0,16971.0]]|[[1,509]]|[]|[]
0b26ee0691794324592fab44b65e104f|0b26ee0691794324592fab44b65e104f|0b26ee0691794324592fab44b65e104f_Paste_Sampled_02|Donor|||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_10|0d57c5e84596a8e937be5b6b50c9cac7_22|RemoveCamFingerprintPRNU|0 90 255||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_10|0d57c5e84596a8e937be5b6b50c9cac7_19|AntiForensicCopyExif|0 180 255||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_17|0d57c5e84596a8e937be5b6b50c9cac7_26|AntiForensicCopyExif|0 255 240||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_14|0d57c5e84596a8e937be5b6b50c9cac7_24|AntiForensicEditExif|0 255 150||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_19|0d57c5e84596a8e937be5b6b50c9cac7_29|AntiForensicEditExif|0 255 60||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_08|0d57c5e84596a8e937be5b6b50c9cac7_17|TimeAlterationWarp|30 255 0||||[[13500.0,13733.3333333]]|[[406,411]]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_08|0d57c5e84596a8e937be5b6b50c9cac7_14|AntiForensicCopyExif|120 255 0||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_31|0d57c5e84596a8e937be5b6b50c9cac7_34|AntiForensicEditExif|210 255 0||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_05|0d57c5e84596a8e937be5b6b50c9cac7_12|AntiForensicEditExif|255 210 0||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_22|0d57c5e84596a8e937be5b6b50c9cac7_31|AntiForensicCopyExif|255 120 0||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_14|Donor|||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_19|Donor|||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_05|Donor|||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_31|Donor|||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_01|OutputAVI|255 30 0||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_26|Donor|||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_01|0d57c5e84596a8e937be5b6b50c9cac7_08|CopyPaste|255 0 60||||[[9866.66666667,13500.0]]|[[297,405]]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_01|0d57c5e84596a8e937be5b6b50c9cac7_03|SelectCutFrames|255 0 150||||[[9866.66666667,9900.0]]|[[297,298]]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_03|0d57c5e84596a8e937be5b6b50c9cac7_05|AntiForensicCopyExif|255 0 240||||[]|[]|[]|[]
0d57c5e84596a8e937be5b6b50c9cac7|0d57c5e84596a8e937be5b6b50c9cac7_03|0d57c5e84596a8e937be5b6b50c9cac7_10|TimeAlterationWarp|180 0 255||||[[9900.0,10133.3333333]]|[[298,303]]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_01|11f85bcde6eadd0a689560e3b5e866b9_08|CopyPaste|0 126 255||||[[4900.0,9033.33333333]]|[[148,271]]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_01|11f85bcde6eadd0a689560e3b5e866b9_03|SelectCutFrames|0 247 250||||[[4900.0,4933.33333333]]|[[148,149]]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_03|11f85bcde6eadd0a689560e3b5e866b9_05|AntiForensicCopyExif|0 255 132||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_03|11f85bcde6eadd0a689560e3b5e866b9_10|TimeAlterationWarp|0 255 6||||[[4933.33333333,5133.33333333]]|[[149,153]]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_15|11f85bcde6eadd0a689560e3b5e866b9_22|AntiForensicCopyExif|120 255 0||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_10|11f85bcde6eadd0a689560e3b5e866b9_17|AntiForensicCopyExif|244 253 0||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_10|11f85bcde6eadd0a689560e3b5e866b9_20|RemoveCamFingerprintPRNU|255 138 0||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_08|11f85bcde6eadd0a689560e3b5e866b9_15|TimeAlterationWarp|255 12 0||||[[9033.33333333,9233.33333333]]|[[272,276]]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_08|11f85bcde6eadd0a689560e3b5e866b9_12|AntiForensicCopyExif|255 0 114||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_01|OutputAVI|255 0 240||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_17|Donor|||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_12|Donor|||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_05|Donor|||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_25|Donor|||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_22|Donor|||||[]|[]|[]|[]
11f85bcde6eadd0a689560e3b5e866b9|11f85bcde6eadd0a689560e3b5e866b9_20|11f85bcde6eadd0a689560e3b5e866b9_25|AntiForensicCopyExif|144 0 255||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_15|16cabeda2e1c3e52cbf1efc8769a1705_23|AntiForensicCopyExif|0 126 255||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_03|16cabeda2e1c3e52cbf1efc8769a1705_05|AntiForensicCopyExif|0 247 250||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_03|16cabeda2e1c3e52cbf1efc8769a1705_10|TimeAlterationWarp|0 255 132||||[[10033.4448161,10234.1137124]]|[[301,305]]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_01|16cabeda2e1c3e52cbf1efc8769a1705_03|SelectCutFrames|0 255 6||||[[9994.42896936,10027.8551532]]|[[300,301]]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_01|16cabeda2e1c3e52cbf1efc8769a1705_08|CopyPaste|120 255 0||||[[9994.42896936,13972.1448468]]|[[300,418]]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_05|Donor|||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_17|Donor|||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_12|Donor|||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_01|OutputAVI|244 253 0||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_23|Donor|||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|d919b2d035bfd899f0f3cac490faf119|16cabeda2e1c3e52cbf1efc8769a1705_20|Donor|||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|d919b2d035bfd899f0f3cac490faf119|16cabeda2e1c3e52cbf1efc8769a1705_26|Donor|||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_08|16cabeda2e1c3e52cbf1efc8769a1705_15|TimeAlterationWarp|255 138 0||||[[13979.9331104,14180.6020067]]|[[419,423]]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_08|16cabeda2e1c3e52cbf1efc8769a1705_12|AntiForensicCopyExif|255 12 0||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_20|16cabeda2e1c3e52cbf1efc8769a1705_26|AntiForensicCopyExif|255 0 114||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_10|16cabeda2e1c3e52cbf1efc8769a1705_20|AddCamFingerprintPRNU|255 0 240||||[]|[]|[]|[]
16cabeda2e1c3e52cbf1efc8769a1705|16cabeda2e1c3e52cbf1efc8769a1705_10|16cabeda2e1c3e52cbf1efc8769a1705_17|AntiForensicCopyExif|144 0 255||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_08|172864832d46c8f95b625db6d00e2311_12|AntiForensicCopyExif|0 126 255||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_08|172864832d46c8f95b625db6d00e2311_15|TimeAlterationWarp|0 247 250||||[[29698.9966555,29799.3311037]]|[[889,890]]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_03|172864832d46c8f95b625db6d00e2311_10|TimeAlterationWarp|0 255 132||||[[25852.8428094,25953.1772575]]|[[774,775]]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_03|172864832d46c8f95b625db6d00e2311_05|AntiForensicCopyExif|0 255 6||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_01|172864832d46c8f95b625db6d00e2311_03|SelectCutFrames|120 255 0||||[[25805.0139276,25838.4401114]]|[[773,774]]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_01|172864832d46c8f95b625db6d00e2311_08|CopyPaste|244 253 0||||[[25805.0139276,29682.4512535]]|[[773,888]]|[]|[]
172864832d46c8f95b625db6d00e2311|d2052d1037051e61d82375f7fa60301d|172864832d46c8f95b625db6d00e2311_26|Donor|||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|d2052d1037051e61d82375f7fa60301d|172864832d46c8f95b625db6d00e2311_20|Donor|||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_15|172864832d46c8f95b625db6d00e2311_23|AntiForensicCopyExif|255 138 0||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_10|172864832d46c8f95b625db6d00e2311_20|AddCamFingerprintPRNU|255 12 0||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_10|172864832d46c8f95b625db6d00e2311_17|AntiForensicCopyExif|255 0 114||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_20|172864832d46c8f95b625db6d00e2311_26|AntiForensicCopyExif|255 0 240||||[]|[]|[]|[]
172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311|172864832d46c8f95b625db6d00e2311_23|Donor|||||[]|[]|[]|[]
