TaskID|ProbeFileID|ProbeFileName|TrainCamID|IsTarget|IsManipulated|ProbeMaskFileName|ProbeBitPlaneMaskFileName|BaseFileName|ProbeBrowserFileName|JournalName|JournalSource|HPDeviceID
camera|245c842854ddf6de3f926402c253110e|probe/245c842854ddf6de3f926402c253110e.png|PAR-1476_primary_image|N|Y|reference/camera/mask/1aa3009f8c132413b3232e5fd8146da0.ccm.png|reference/camera/mask/3f1af9b2c5809cf946f82d31af838a90.bpm.jp2|probe/e9feea77e87ed310347e44eaa16377a8.jpg|245c842854ddf6de3f926402c253110e.png|e9feea77e87ed310347e44eaa16377a8|human|PAR-1476
camera|ae5a694977433b0495899686a2d86652|probe/ae5a694977433b0495899686a2d86652.jpg|PAR-1476_primary_image|Y|N||||ae5a694977433b0495899686a2d86652.jpg|||PAR-1476
camera|e8431a348957519db901df7913078264|probe/e8431a348957519db901df7913078264.jpg|PAR-1476_primary_image|Y|N||||e8431a348957519db901df7913078264.jpg|||PAR-1476
camera|e0a9705c550d243e77876329ef07126e|probe/e0a9705c550d243e77876329ef07126e.jpg|PAR-1476_primary_image|Y|N||||e0a9705c550d243e77876329ef07126e.jpg|||PAR-1476
camera|adc1067536a39f63c7a38a19154c7364|probe/adc1067536a39f63c7a38a19154c7364.jpg|PAR-1476_primary_image|Y|N||||adc1067536a39f63c7a38a19154c7364.jpg|||PAR-1476
camera|3e9ade12c24c7769aea27f7f5f82c01a|probe/3e9ade12c24c7769aea27f7f5f82c01a.cr2|PAR-1476_primary_image|N|N||||3e9ade12c24c7769aea27f7f5f82c01a.cr2|||PAR-1476
camera|58aa2aba12fb72c93221964ab87337eb|probe/58aa2aba12fb72c93221964ab87337eb.jpg|PAR-1476_primary_image|Y|N||||58aa2aba12fb72c93221964ab87337eb.jpg|||PAR-1476
camera|1985ba035f360e9020c44f736b65c56c|probe/1985ba035f360e9020c44f736b65c56c.jpg|PAR-1476_primary_image|N|N||||1985ba035f360e9020c44f736b65c56c.jpg|||PAR-1476
camera|f38f3fa2e7ae9635c3cca58df090b6e7|probe/f38f3fa2e7ae9635c3cca58df090b6e7.jpg|PAR-1476_primary_image|N|Y|reference/camera/mask/84d0c1569d75edebd4d61d067a85da54.ccm.png|reference/camera/mask/835f22d7eaed11f20a1aec7c771f3778.bpm.jp2|probe/511248e2ef4bc505f93827738b8f84f7.jpg|f38f3fa2e7ae9635c3cca58df090b6e7.jpg|511248e2ef4bc505f93827738b8f84f7|human|PAR-1476
camera|307a60ce651f1747a23a0872f36624a9|probe/307a60ce651f1747a23a0872f36624a9.raf|PAR-1476_primary_image|N|N||||307a60ce651f1747a23a0872f36624a9.raf|||PAR-1476
camera|b3957ec934543455c95ca96c833a2baf|probe/b3957ec934543455c95ca96c833a2baf.png|PAR-1476_primary_image|N|Y|reference/camera/mask/70e6d432c1df2c0a85883e3a34c81f6f.ccm.png|reference/camera/mask/9c636759e4a1230f2950ba798adee79d.bpm.jp2|probe/ae6b227b52c1bb68b68df41ef2ea4d4b.jpg|b3957ec934543455c95ca96c833a2baf.png|ae6b227b52c1bb68b68df41ef2ea4d4b|human|PAR-1476
camera|3738b6e0f3edc5db9084743bb60451b8|probe/3738b6e0f3edc5db9084743bb60451b8.jpg|PAR-1476_primary_image|Y|N||||3738b6e0f3edc5db9084743bb60451b8.jpg|||PAR-1476
camera|b83cf1860d3eae59592d7abc2f167ea2|probe/b83cf1860d3eae59592d7abc2f167ea2.jpg|PAR-1476_primary_image|N|N||||b83cf1860d3eae59592d7abc2f167ea2.jpg|||PAR-1476
camera|2fbc3c42fd3090e8d24b12ab11e19d2c|probe/2fbc3c42fd3090e8d24b12ab11e19d2c.jpg|PAR-1476_primary_image|Y|N||||2fbc3c42fd3090e8d24b12ab11e19d2c.jpg|||PAR-1476
camera|1dd22cefa53f041998f1d61c501e01b1|probe/1dd22cefa53f041998f1d61c501e01b1.jpg|PAR-1476_primary_image|Y|N||||1dd22cefa53f041998f1d61c501e01b1.jpg|||PAR-1476
camera|3cd2206040b79dca0ffd2c85c183d78c|probe/3cd2206040b79dca0ffd2c85c183d78c.jpg|PAR-1476_primary_image|N|N||||3cd2206040b79dca0ffd2c85c183d78c.jpg|||PAR-1476
camera|d04cbf267e5d020f89f2eeeff443ecdc|probe/d04cbf267e5d020f89f2eeeff443ecdc.jpg|PAR-1476_primary_image|N|N||||d04cbf267e5d020f89f2eeeff443ecdc.jpg|||PAR-1476
camera|842c42cc0a898d4d7d3a1fe14aa8e99d|probe/842c42cc0a898d4d7d3a1fe14aa8e99d.jpg|PAR-1476_primary_image|N|N||||842c42cc0a898d4d7d3a1fe14aa8e99d.jpg|||PAR-1476
camera|a94fd6360e29c70bad6243ab2806f1c3|probe/a94fd6360e29c70bad6243ab2806f1c3.jpg|PAR-1476_primary_image|N|N||||a94fd6360e29c70bad6243ab2806f1c3.jpg|||PAR-1476
camera|dc2add8076cdb34868680754c59d1592|probe/dc2add8076cdb34868680754c59d1592.jpg|PAR-1476_primary_image|Y|N||||dc2add8076cdb34868680754c59d1592.jpg|||PAR-1476
camera|1b7efe0ab98f8d8a9b727e71884a0d2b|probe/1b7efe0ab98f8d8a9b727e71884a0d2b.jpg|PAR-1476_primary_image|Y|N||||1b7efe0ab98f8d8a9b727e71884a0d2b.jpg|||PAR-1476
camera|b3c6cce5515bfd8ad06003331279d993|probe/b3c6cce5515bfd8ad06003331279d993.jpg|PAR-1476_primary_image|Y|N||||b3c6cce5515bfd8ad06003331279d993.jpg|||PAR-1476
camera|2cdf2c4b035eac9a0fca13ddbd828ac4|probe/2cdf2c4b035eac9a0fca13ddbd828ac4.jpg|PAR-1476_primary_image|N|N|||probe/2cdf2c4b035eac9a0fca13ddbd828ac4.jpg|2cdf2c4b035eac9a0fca13ddbd828ac4.jpg|2cdf2c4b035eac9a0fca13ddbd828ac4|human|PAR-1476
camera|c26c1e23bd91189bfe199a850205720f|probe/c26c1e23bd91189bfe199a850205720f.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/d60f6c3a1742f36c7b82ea33d3373515.ccm.png|reference/camera/mask/dd3fe3d542e6b043a913853ce224544d.bpm.jp2|probe/c749778a116adb52f96abe330b82ffbe.jpg|c26c1e23bd91189bfe199a850205720f.jpg|c749778a116adb52f96abe330b82ffbe|human|PAR-1476
camera|75a715374bd7c365f6cd71b8057ba31a|probe/75a715374bd7c365f6cd71b8057ba31a.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/621f9567b28a8b18a300e074d5476b42.ccm.png|reference/camera/mask/dd3fe3d542e6b043a913853ce224544d.bpm.jp2|probe/c749778a116adb52f96abe330b82ffbe.jpg|75a715374bd7c365f6cd71b8057ba31a.jpg|c749778a116adb52f96abe330b82ffbe|human|PAR-1476
camera|9a7e809ea17a97e6db82d8b23c5d5ea0|probe/9a7e809ea17a97e6db82d8b23c5d5ea0.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/621f9567b28a8b18a300e074d5476b42.ccm.png|reference/camera/mask/dd3fe3d542e6b043a913853ce224544d.bpm.jp2|probe/c749778a116adb52f96abe330b82ffbe.jpg|9a7e809ea17a97e6db82d8b23c5d5ea0.jpg|c749778a116adb52f96abe330b82ffbe|human|PAR-1476
camera|b6c4c2abd01e5eeca159cdd51623b2c2|probe/b6c4c2abd01e5eeca159cdd51623b2c2.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/edbff009deb69db53d2b2fc069ababb2.ccm.png|reference/camera/mask/dd3fe3d542e6b043a913853ce224544d.bpm.jp2|probe/c749778a116adb52f96abe330b82ffbe.jpg|b6c4c2abd01e5eeca159cdd51623b2c2.jpg|c749778a116adb52f96abe330b82ffbe|human|PAR-1476
camera|6c541d8a7e0fdbe398bcacebe93166aa|probe/6c541d8a7e0fdbe398bcacebe93166aa.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/cd02f2ca66759d766be9d11789ce6b29.ccm.png|reference/camera/mask/dd3fe3d542e6b043a913853ce224544d.bpm.jp2|probe/c749778a116adb52f96abe330b82ffbe.jpg|6c541d8a7e0fdbe398bcacebe93166aa.jpg|c749778a116adb52f96abe330b82ffbe|human|PAR-1476
camera|ab0247f5cf575ee992ac29c53e1d1b00|probe/ab0247f5cf575ee992ac29c53e1d1b00.jpg|PAR-1476_primary_image|Y|N||||ab0247f5cf575ee992ac29c53e1d1b00.jpg|||PAR-1476
camera|c63fd7920513fcea4bcf1d45cf75ea59|probe/c63fd7920513fcea4bcf1d45cf75ea59.jpg|PAR-1476_primary_image|Y|N||||c63fd7920513fcea4bcf1d45cf75ea59.jpg|||PAR-1476
camera|4dca3f66b663f53546bf6eb9c7640b5f|probe/4dca3f66b663f53546bf6eb9c7640b5f.jpg|PAR-1476_primary_image|N|N||||4dca3f66b663f53546bf6eb9c7640b5f.jpg|||PAR-1476
camera|08c9afe6fed16960a41700ac1e4f7319|probe/08c9afe6fed16960a41700ac1e4f7319.jpg|PAR-1476_primary_image|N|N||||08c9afe6fed16960a41700ac1e4f7319.jpg|||PAR-1476
camera|59d62a9f9781a01519ede80ae41f449a|probe/59d62a9f9781a01519ede80ae41f449a.jpg|PAR-1476_primary_image|N|N|||probe/59d62a9f9781a01519ede80ae41f449a.jpg|59d62a9f9781a01519ede80ae41f449a.jpg|59d62a9f9781a01519ede80ae41f449a|human|PAR-1476
camera|01547be00924b5dfa7ab2a21fd6ba91e|probe/01547be00924b5dfa7ab2a21fd6ba91e.jpg|PAR-1476_primary_image|N|N|||probe/01547be00924b5dfa7ab2a21fd6ba91e.jpg|01547be00924b5dfa7ab2a21fd6ba91e.jpg|01547be00924b5dfa7ab2a21fd6ba91e|human|PAR-1476
camera|09f69ad492bc6958d3f2c646f7af4766|probe/09f69ad492bc6958d3f2c646f7af4766.jpg|PAR-1476_primary_image|N|N||||09f69ad492bc6958d3f2c646f7af4766.jpg|||PAR-1476
camera|fef72af7b262dd5146f9117fbaec6482|probe/fef72af7b262dd5146f9117fbaec6482.jpg|PAR-1476_primary_image|N|Y|reference/camera/mask/08c539a5c1dea3bdad61d9459ac08c0b.ccm.png|reference/camera/mask/824101bce8b50ae9ae54138b29daa417.bpm.jp2|probe/16c8803ead45cf798f7cffa25aae75b1.jpg|fef72af7b262dd5146f9117fbaec6482.jpg|16c8803ead45cf798f7cffa25aae75b1|human|PAR-1476
camera|662e619a372d89ed29f5c87664fffbd1|probe/662e619a372d89ed29f5c87664fffbd1.jpg|PAR-1476_primary_image|N|N|||probe/662e619a372d89ed29f5c87664fffbd1.jpg|662e619a372d89ed29f5c87664fffbd1.jpg|241cef625b1deec113f84f4ab8bcf6b0|human|PAR-1476
camera|49d715dbf4ad50583866a7762e5fa90d|probe/49d715dbf4ad50583866a7762e5fa90d.jpg|PAR-1476_primary_image|Y|N||||49d715dbf4ad50583866a7762e5fa90d.jpg|||PAR-1476
camera|01dc12f05ecc585e16c3c17592297dd6|probe/01dc12f05ecc585e16c3c17592297dd6.jpg|PAR-1476_primary_image|N|N||||01dc12f05ecc585e16c3c17592297dd6.jpg|||PAR-1476
camera|fe3d7268b01754d43658c82b3c2239ff|probe/fe3d7268b01754d43658c82b3c2239ff.jpg|PAR-1476_primary_image|Y|N||||fe3d7268b01754d43658c82b3c2239ff.jpg|||PAR-1476
camera|9803f693d4ebdb68932bd9f6a364afa1|probe/9803f693d4ebdb68932bd9f6a364afa1.jpg|PAR-1476_primary_image|N|N||||9803f693d4ebdb68932bd9f6a364afa1.jpg|||PAR-1476
camera|ee1f036a9c0321d4abdd9d2b384f29a9|probe/ee1f036a9c0321d4abdd9d2b384f29a9.jpg|PAR-1476_primary_image|Y|N||||ee1f036a9c0321d4abdd9d2b384f29a9.jpg|||PAR-1476
camera|b7a1018a98fe7ea675161507cfbf1c61|probe/b7a1018a98fe7ea675161507cfbf1c61.jpg|PAR-1476_primary_image|N|Y|reference/camera/mask/ac557b5af7566728feec38697a4ebbbc.ccm.png|reference/camera/mask/2a992c1dbeecc07d0b74dddc8c4fa2f4.bpm.jp2|probe/53611dcc0a593a753fbae72e28c22ddb.jpg|b7a1018a98fe7ea675161507cfbf1c61.jpg|53611dcc0a593a753fbae72e28c22ddb|human|PAR-1476
camera|963812c512fe45d5f0af413cebba87e8|probe/963812c512fe45d5f0af413cebba87e8.jpg|PAR-1476_primary_image|Y|N||||963812c512fe45d5f0af413cebba87e8.jpg|||PAR-1476
camera|77ec7c9637d0d8eeca24121ce704983e|probe/77ec7c9637d0d8eeca24121ce704983e.jpg|PAR-1476_primary_image|N|Y|reference/camera/mask/818027bec5373d9c5e05487fd75d7c8d.ccm.png|reference/camera/mask/00e67bc0e9f9de12778ab9e153c50646.bpm.jp2|probe/0af00741d70395f9e1f10bfadda5edbe.jpg|77ec7c9637d0d8eeca24121ce704983e.jpg|0af00741d70395f9e1f10bfadda5edbe|human|PAR-1476
camera|311bb491cdcb1895bc4087fa1c99bf18|probe/311bb491cdcb1895bc4087fa1c99bf18.jpg|PAR-1476_primary_image|N|N||||311bb491cdcb1895bc4087fa1c99bf18.jpg|||PAR-1476
camera|75375b2038bb8aedb9c1e9165a03ec56|probe/75375b2038bb8aedb9c1e9165a03ec56.jpg|PAR-1476_primary_image|N|N||||75375b2038bb8aedb9c1e9165a03ec56.jpg|||PAR-1476
camera|ef9cc422c3749211ecaa6b31c9abbbfd|probe/ef9cc422c3749211ecaa6b31c9abbbfd.jpg|PAR-1476_primary_image|Y|N||||ef9cc422c3749211ecaa6b31c9abbbfd.jpg|||PAR-1476
camera|4f0a8a26cbd39456de651436773ceeeb|probe/4f0a8a26cbd39456de651436773ceeeb.jpg|PAR-1476_primary_image|Y|N||||4f0a8a26cbd39456de651436773ceeeb.jpg|||PAR-1476
camera|55c18bd27d7e6fedc27ee827538343bc|probe/55c18bd27d7e6fedc27ee827538343bc.jpg|PAR-1476_primary_image|Y|N||||55c18bd27d7e6fedc27ee827538343bc.jpg|||PAR-1476
camera|9d32bd3337bdf2f464f6613a9f143cfd|probe/9d32bd3337bdf2f464f6613a9f143cfd.jpg|PAR-1476_primary_image|Y|N||||9d32bd3337bdf2f464f6613a9f143cfd.jpg|||PAR-1476
camera|c229e4866f1b6003a3a853531c32191e|probe/c229e4866f1b6003a3a853531c32191e.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/38666773ae06f524f05dc9d4e63a9935.ccm.png|reference/camera/mask/a9413243d28b18b85060d24963810607.bpm.jp2|probe/bba40e3cc50b99a9b459357a11db7973.jpg|c229e4866f1b6003a3a853531c32191e.jpg|73fd30709c9ae80feb2c0a5e95174695|human|PAR-1476
camera|bba40e3cc50b99a9b459357a11db7973|probe/bba40e3cc50b99a9b459357a11db7973.jpg|PAR-1476_primary_image|Y|N|||probe/bba40e3cc50b99a9b459357a11db7973.jpg|bba40e3cc50b99a9b459357a11db7973.jpg|73fd30709c9ae80feb2c0a5e95174695|human|PAR-1476
camera|21fd508d451a362bc9d9a73442cfaf61|probe/21fd508d451a362bc9d9a73442cfaf61.jpg|PAR-1476_primary_image|Y|N||||21fd508d451a362bc9d9a73442cfaf61.jpg|||PAR-1476
camera|991a6f89b86c56312ade5cd28182e72e|probe/991a6f89b86c56312ade5cd28182e72e.jpg|PAR-1476_primary_image|N|N||||991a6f89b86c56312ade5cd28182e72e.jpg|||PAR-1476
camera|9f51a07b68771db269ebdb23c06dd99f|probe/9f51a07b68771db269ebdb23c06dd99f.jpg|PAR-1476_primary_image|Y|N||||9f51a07b68771db269ebdb23c06dd99f.jpg|||PAR-1476
camera|215f6e6dc12893eef918ae67e12571de|probe/215f6e6dc12893eef918ae67e12571de.jpg|PAR-1476_primary_image|Y|N||||215f6e6dc12893eef918ae67e12571de.jpg|||PAR-1476
camera|23b8072561f64366cd0159509ed322c3|probe/23b8072561f64366cd0159509ed322c3.jpg|PAR-1476_primary_image|Y|N||||23b8072561f64366cd0159509ed322c3.jpg|||PAR-1476
camera|087ff7f9a953928ebd76f40ad907da05|probe/087ff7f9a953928ebd76f40ad907da05.jpg|PAR-1476_primary_image|Y|N||||087ff7f9a953928ebd76f40ad907da05.jpg|||PAR-1476
camera|29d3bee91387b75a5e42a738554381e6|probe/29d3bee91387b75a5e42a738554381e6.jpg|PAR-1476_primary_image|Y|N||||29d3bee91387b75a5e42a738554381e6.jpg|||PAR-1476
camera|73fd30709c9ae80feb2c0a5e95174695|probe/73fd30709c9ae80feb2c0a5e95174695.jpg|PAR-1476_primary_image|Y|N|||probe/73fd30709c9ae80feb2c0a5e95174695.jpg|73fd30709c9ae80feb2c0a5e95174695.jpg|73fd30709c9ae80feb2c0a5e95174695|human|PAR-1476
camera|c8176737f62f3274116ee5be079a5ece|probe/c8176737f62f3274116ee5be079a5ece.jpg|PAR-1476_primary_image|Y|Y|reference/camera/mask/2c54b38c63864140526d114f9664b69d.ccm.png|reference/camera/mask/407415fd1f62c5e4ffaa71f0512e9cf4.bpm.jp2|probe/73fd30709c9ae80feb2c0a5e95174695.jpg|c8176737f62f3274116ee5be079a5ece.jpg|73fd30709c9ae80feb2c0a5e95174695|human|PAR-1476
camera|46c629e73b48b79b585002c6f4f02b73|probe/46c629e73b48b79b585002c6f4f02b73.jpg|PAR-1476_primary_image|N|N||||46c629e73b48b79b585002c6f4f02b73.jpg|||PAR-1476
